I	87388	87500	1	1	1	4	0	29
I	139188	139218	0	0	1	3	0	11
I	142254	142619	1	1	1	271	0	33
II	45645	45977	1	1	0	221	0	33
II	47059	47146	2	2	1	10	0	17
II	60194	60697	2	2	1	147	0	32
II	89133	89440	2	2	0	57	0	24
II	110880	110948	1	1	1	1	0	7
II	125155	125270	1	1	1	3	0	30
II	142750	142846	2	2	1	10	0	18
II	168425	168808	1	1	1	133	0	31
II	170677	170804	1	1	1	22	0	28
II	186353	186427	2	2	1	4	0	33
II	332876	333386	1	1	1	118	0	32
II	393181	393510	1	1	1	37	0	29
II	407028	407122	2	2	1	165	0	30
II	414754	415259	2	2	1	90	0	24
II	592417	592768	2	2	1	134	0	32
II	604515	604927	1	1	1	405	0	33
II	606281	606668	1	1	1	91	0	33
III	101634	101700	2	2	1	1	0	30
III	107034	107110	1	1	1	45	0	32
III	107192	107287	1	1	1	15	0	29
III	111580	111633	2	2	0	1	0	22
III	177907	178213	2	2	1	219	0	31
III	227979	227997	0	0	1	23	0	31
III	293940	293993	1	1	1	21	0	30
IV	65307	65377	1	1	1	19	0	14
IV	117667	118157	1	1	1	135	0	25
IV	216158	216489	1	1	0	4	0	18
IV	217603	218007	1	1	1	94	0	33
IV	230020	230320	1	1	1	83	0	28
IV	239399	239509	2	2	1	42	0	12
IV	307334	307765	2	2	1	53	0	32
IV	308428	308792	1	1	1	122	0	31
IV	322283	322703	1	1	1	441	0	34
IV	337525	337634	1	1	1	13	0	31
IV	340811	341219	2	2	0	34	0	26
IV	359614	359636	0	0	1	1	0	19
IV	399362	399484	1	1	1	44	0	34
IV	427467	427574	1	1	0	1	0	14
IV	431387	431472	2	2	1	19	0	25
IV	450869	451381	1	3	0	10	0	17
IV	458018	458097	2	2	1	8	0	4
IV	491560	491898	1	1	1	273	0	33
IV	546796	546840	1	1	0	4	0	13
IV	569634	569723	2	2	1	1	0	14
IV	579479	580017	1	1	1	160	0	33
IV	601032	601073	2	2	0	1	0	23
IV	652781	653523	1	1	0	44	0	29
IV	715248	715358	2	2	1	3	0	16
IV	733703	733775	2	2	1	17	0	17
IV	757419	757610	2	2	0	1	0	25
IV	1236843	1237608	1	1	1	36	0	32
IV	1266770	1266861	2	2	1	12	0	29
IV	1319618	1319697	2	2	1	53	0	23
IV	1319721	1319816	2	2	1	54	0	23
IV	1355237	1355550	2	2	1	21	0	27
IV	1359970	1360404	1	1	1	265	0	34
IV	1401801	1402184	1	1	1	467	0	34
IV	1450458	1450846	2	2	1	1162	0	29
IX	47699	47760	1	1	1	10	0	22
IX	68716	69149	1	1	1	130	0	32
IX	99096	99385	2	2	1	84	0	33
IX	127662	128148	1	1	0	13	0	26
IX	155223	155310	1	3	1	6	0	18
IX	159848	159938	0	0	0	11	0	33
IX	231958	232366	2	2	1	32	0	30
IX	256555	257026	2	2	1	206	0	33
IX	316772	317171	1	1	1	105	0	33
IX	348364	348494	2	2	1	5	0	20
MT	18992	20507	0	0	1	203	0	31
MT	20985	21994	0	0	1	9	0	28
MT	22247	23611	0	0	1	55	0	33
MT	23747	25317	0	0	1	1	0	25
MT	25343	26228	2	6	1	56	0	25
MT	36955	37722	2	6	1	65	0	14
MT	37737	39140	0	0	1	63	0	14
MT	39218	40840	0	0	1	110	0	30
MT	41091	42507	0	0	1	108	0	32
MT	42559	43296	0	0	1	146	0	31
MT	60487	60529	2	2	0	11	0	18
MT	60725	61867	0	0	1	1120	0	34
V	122795	122827	0	0	0	5	0	31
V	148195	148282	1	1	1	10	0	33
V	158995	159087	2	2	1	19	0	32
V	166772	166874	2	2	1	35	0	30
V	269752	270148	2	2	1	230	0	34
V	269784	270148	2	2	0	10	0	32
V	306326	306791	1	1	1	86	0	33
V	307747	307848	1	1	1	2	0	21
V	348202	348276	2	2	1	3	0	27
V	362733	363092	1	1	0	38	0	25
V	396811	397281	1	1	1	657	0	30
V	423591	423951	1	1	0	107	0	27
V	432672	433196	1	1	1	37	0	33
VI	54378	54686	2	2	1	63	0	26
VI	63860	63973	2	2	1	1	0	32
VI	64600	64920	2	2	1	7	0	17
VI	203293	203386	2	2	1	2	0	29
VI	221268	221414	2	2	1	178	0	32
VI	223441	223771	2	2	0	708	0	32
VII	62132	62189	1	1	1	9	0	6
VII	69062	69113	1	1	0	6	0	26
VII	72989	73137	2	2	1	66	0	31
VII	148599	148966	2	2	0	472	0	31
VII	150184	150525	2	2	0	4	0	16
VII	249887	250086	1	1	1	7	0	22
VII	311016	311526	1	1	1	307	0	34
VII	346809	346893	2	2	1	11	0	21
VII	364965	365432	2	2	1	566	0	34
VII	365527	365985	2	2	1	455	0	34
VII	437942	438397	2	2	0	34	0	26
VII	439094	439323	1	1	1	739	0	33
VII	497366	497458	2	2	1	3	0	21
VII	497938	497999	2	2	1	13	0	34
VII	534474	534785	2	2	0	19	0	23
VII	543639	543721	1	1	1	1	0	24
VII	555831	556307	1	1	1	185	0	33
VII	649669	649727	2	2	0	2	0	22
VII	727039	727357	1	1	1	195	0	33
VII	787787	788178	2	2	0	51	0	25
VII	920665	921119	1	1	1	100	0	32
VIII	104406	104803	1	1	1	13	0	30
VIII	107832	107894	1	1	1	5	0	30
VIII	116228	116472	1	1	0	1	0	12
VIII	126552	127112	1	1	1	331	0	34
VIII	129529	129647	1	1	1	21	0	25
VIII	148117	148666	2	2	1	203	0	33
VIII	187515	187676	2	2	1	47	0	28
VIII	189750	189850	2	2	1	15	0	25
VIII	255638	255750	2	2	1	17	0	31
VIII	298361	298484	2	2	1	6	0	4
VIII	354865	354955	1	1	1	3	0	6
VIII	382307	382747	2	2	1	468	0	33
VIII	388929	388959	0	0	1	5	0	18
VIII	505248	505516	2	2	1	220	0	33
VIII	548651	548765	1	1	0	12	0	27
X	73797	74204	1	1	1	155	0	31
X	75939	76324	1	1	1	466	0	33
X	91095	91411	1	1	1	130	0	33
X	120918	120990	2	2	0	1	0	19
X	156790	157249	2	2	1	254	0	33
X	172433	172752	2	2	0	20	0	27
X	365785	365902	1	1	1	20	0	27
X	396494	396570	2	2	1	3	0	33
